"Source","DOI","Authors","Year","Species","Life Stage","In Vitro or In Vivo?","Sex","Experiment Type","Exposure Route","Particle Mix?","Negative Control","Reference Particle","Exposure Media General","Exposure Media Specific","Exposure Media Additions","Solvent","Detergent","pH","Salinity (ppt)","Temperature (Avg)","Temperature (Min)","Temperature (Max)","Exposure Duration (days)","Recovery (Days)","Number of Doses","Replicates","Sample Size","Dosing Frequency","particles/mL (master)","particles/mL (master), reported or converted","μg/mL (master)","μg/mL (master), reported or converted","μm^3/mL (master)","μm^2/mL (master)","μm/ug/mL (master)","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","Nominal Chemical Added","Nominal Chemical Added Dose","Nominal Chemical Added Dose Units","Measured Chemical Added","Measured Chemical Added Dose","Measured Chemical Added Dose Units","Effect","Direction","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Level of Biological Organization","Target Organelle, Cell, or Tissue","Polymer","Shape","Density (g/cm^3)","Density, reported or estimated","Charge","Zeta Potential (mV)","Zeta Potential Media","Functional Group","Particle Length (μm)","Size Category","Particle Volume (μm^3)","Particle Mass (mg)","Weathered or Biofouled?","Size Validated?","Polymer Validated?","Shape Validated","Particle Source","Sodium Azide Present?","Screened for Chemical Contamination?","Particle Cleaning?","Solvent Rinse","Background Contamination Monitored?","Concentration Validated?","Particle Behavior","Uptake Validated?","Tissue Distribution","Organisms Fed?","Particle Red Criteria Pass","Design Red Criteria Pass","Risk Red Criteria Pass","Particle Size*","Particle Shape*","Polymer Type*","Particle Source*","Surface Chemistry","Chemical Purity","Microbial Contamination","Concentration Units","Particle Stability","Test Vehicle*","Administered Dose*","Homogeneity of Exposure","Administration Route* (in vivo)/Test System (in vivo)","Test Species* (in vivo)/System Parameters (in vitro)","Feeding/Housing Conditions (in vivo)/Sample Size, Replicates (in vitro)","Sample Size* (in vivo)/Frequency/Duration of Exposure (in vitro)","Frequency,Duration of Exposure (in vivo)/Controls (in vitro)","Controls* (in vivo only)","Replicates (in vivo only)","Internal Dose Confirmation (in vivo only)","Statistical Analysis","Endpoints","Dose-Response*","Concentration Range","Effect Thresholds*","Test Particle Relevance"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Corpuscular Volume","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Circulatory","Blood","Mean Corpuscular Volume","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Corpuscular Volume","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Corpuscular Hemoglobin","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Circulatory","Blood","Mean Corpuscular Hemoglobin","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Corpuscular Hemoglobin","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Corpuscular Hemoglobin Concentration","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Corpuscular Hemoglobin Concentration","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Decrease","Circulatory","Blood","Mean Corpuscular Hemoglobin Concentration","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Cellular Hemoglobin Concentration","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Cellular Hemoglobin Concentration","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Decrease","Circulatory","Blood","Cellular Hemoglobin Concentration","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Circulatory","Blood","Red Blood Cell Distribution Width","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Circulatory","Blood","Red Blood Cell Distribution Width","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Red Blood Cell Distribution Width","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Hemoglobulin Distribution Width","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Hemoglobulin Distribution Width","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Hemoglobulin Distribution Width","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Platelet Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Platelet Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Platelet Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Platelet Volume","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Circulatory","Blood","Mean Platelet Volume","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Circulatory","Blood","Mean Platelet Volume","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Immune Cells","Neutrophil Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Immune Cells","Neutrophil Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,2270000,"reported",2270,"reported",2278988547.7353673,4674531492.864259,12366485430857826e3,NA,60,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Immune Cells","Neutrophil Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,141875,"reported",141.875,"reported",142436784.23346046,292158218.3040162,772905339428614100,NA,3.75,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Decrease","Immune","Immune Cells","Lymphocyte Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","water","water","not_specified","not_reported","not_reported",NA,NA,"23",NA,NA,90,0,3,"1","5",1,567500,"reported",567.5,"reported",569747136.9338418,1168632873.2160647,3091621357714456600,NA,15,"mg/kg body weight/day",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Decrease","Immune","Immune Cells","Lymphocyte Count","Cell","blood","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",2,2,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,2,1,1,2,1,0,1,0
